Wall time,Step,Value
1670980874,58329705,-0.443471104
1670982645,58829705,0.554045081
1670984460,59329705,-0.514161706
1670986232,59829705,-0.379210621
1670987980,60329705,-0.549928963
1670989743,60829705,-1.811433077
1670991530,61329705,-0.451736808
1670993383,61829705,-0.626024365
1670996203,62377949,-0.578533411
1670998332,62877949,-0.483144999
1671000414,63377949,-0.143503189
1671002425,63877949,0.795220733
1671004583,64377949,-0.396802992
1671006923,64877949,-0.368496358
1671008905,65377949,-0.460745424
1671010769,65877949,-0.706661403
1671012864,66377949,-0.500342846
1671014725,66877949,-1.194270492
1671016561,67377949,-0.171848491
1671018389,67877949,-0.387170434
1671020212,68377949,-0.285980135
1671022041,68877949,-0.261015505
1671023922,69377949,-0.374428451
1671025805,69877949,-0.534362257
1671027687,70377949,0.001377311
1671029523,70877949,0.217550084
1671031333,71377949,0.274253935
1671033158,71877949,-1.29389298
1671034967,72377949,0.086855642
1671036785,72877949,0.118971899
1671038599,73377949,0.151443139
1671040422,73877949,-0.04035677
1671042244,74377949,-1.589728832
1671044067,74877949,-1.308716536
1671045877,75377949,-0.156202331
1671047788,75877949,1.04204917
1671050093,76377949,2.182300329
1671052503,76877949,0.773189008
1671054422,77377949,-0.077235341
1671056237,77877949,0.02775635
1671060538,78826507,-0.928355932
1671062763,79326507,0.078935631
1671064848,79826507,1.367750406
1671067378,80326507,0.477648854
1671069565,80826507,0.325863034
1671071613,81326507,0.046946563
1671073577,81826507,0.107132502
1671075488,82326507,0.189167559
1671077436,82826507,0.216235548
1671079377,83326507,1.49533987
1671081356,83826507,1.689951181
1671083313,84326507,1.821776152
1671085250,84826507,0.68541801
1671087178,85326507,2.015902042
1671089107,85826507,1.04005146
1671091201,86326507,-1.855167508
1671093858,86826507,-0.282769293
1671096262,87326507,4.070399761
1671099706,87866874,0.786352396
1671101664,88366874,0.23324804
1671103497,88866874,0.978112161
1671105309,89366874,0.754277825
1671107140,89866874,1.621362925
1671108974,90366874,1.329247594
1671110812,90866874,0.891214609
1671112642,91366874,2.223417759
1671114481,91866874,2.018811703
1671116346,92366874,0.914698124
1671118254,92866874,2.349402189
1671120153,93366874,0.218048796
1671122043,93866874,2.182729721
1671123867,94366874,1.406445503
1671125846,94866874,2.283102989
1671127889,95366874,0.908141375
1671129767,95866874,2.355760098
1671131629,96366874,-0.149202049
1671133716,96866874,0.080065757
1671136123,97366874,3.109063148
1671138651,97866874,2.069540739
1671140578,98366874,2.303953648
1671142497,98866874,1.8287673
1671144778,99366874,5.043704987
1671161532,97866874,0.858407259
1671163397,98366874,1.180029511
1671165247,98866874,4.268989086
1671167059,99366874,1.243748784
1671168858,99866874,1.523538232
1671170636,100366874,1.21679461
1671173361,100866874,3.839790583
1671176430,101366874,1.316111088
1671178963,101866874,2.468756199
1671181548,102366874,1.392784834
1671183509,102866874,3.364164829
1671185285,103366874,2.561123133
1671187059,103866874,0.146798715
1671188877,104366874,3.011075735
1671190714,104866874,0.781330705
1671192548,105366874,2.768982887
1671194357,105866874,0.051600453
1671196114,106366874,2.780088425
1671197883,106866874,4.464345932
1671199658,107366874,2.467990637
1671201435,107866874,1.459240317
1671203200,108366874,1.532438755
1671204971,108866874,1.986574411
1671206739,109366874,1.360753179
1671208509,109866874,1.764321566
1671210300,110366874,1.349712729
